TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
1869,312,img/1816.jpg,1816,21726,,131,95,66,76,180.6666667,136,193.4,133.4,190.3846154,148.1538462,,1,0,1,1,1,2,4,0
1869,312,img/1750.jpg,1750,22299,,1916,173,977,1163,2209.6,820.6,2690.571429,805.1428571,2415.5,1140.4,0,1,0,0,1,1,2,4,0
1869,312,img/1583.jpg,1583,22304,,1628,750,814,835,1822.666667,1151.222222,2056.333333,1087,1938.833333,1290.166667,-14.8826,1,0,1,1,1,2,4,0
4027,23,img/106.jpg,106,26372,,133.8,23,118.4,146,180.6666667,100,216.5714286,91.14285714,202.2307692,117.7692308,4.31468,1,0,0,1,1,4,4,1
4027,23,img/1553.jpg,1553,26097,,687.1428571,236.1428571,584.5714286,665.7142857,1034,580.6,1173.428571,586.8571429,1129,701.6,21.7729,1,0,1,0,1,4,4,1
4027,23,img/1732.jpg,1732,26509,,793.8,90,263.6,280.6,860.8,208.2,934,219.1428571,878.5384615,257.4615385,-21.5011,1,0,1,1,1,4,4,1
4027,23,img/109.jpg,109,27502,,529,29,556,650,869.6,354.6,1003.666667,360.5,961.1818182,472.2727273,20.1131,1,0,1,0,1,4,,1
4027,23,img/1552.jpg,1552,23588,,37,6,68,86,58.33333333,50.66666667,81,51.71428571,67.23076923,66.30769231,1.08893,1,0,1,1,1,4,5,1
1868,312,img/1814.jpg,1814,25804,,112,132,56,67,153,164.3333333,164.7142857,166.8571429,160.6666667,177.4166667,,1,1,1,1,1,2,4,0
1868,312,img/1582.jpg,1582,23570,,594,243,1504,1701,901,978,1348.6,1077.8,930,1261,-16.3168,1,0,1,1,1,2,,0
1868,312,img/1587.jpg,1587,28649,,2163,704,377,499,2435.6,964.6,2492.6,965.2,2469.666667,1030,,1,0,1,1,1,2,4,0
4028,23,img/108.jpg,108,27150,,2346,610,1285,1504,2603,1309,2931.428571,1379.714286,2655.454545,1589.272727,-22.9072,1,0,1,1,1,4,5,1
4029,23,img/1771.jpg,1771,24845,,524,426,926.2,983.6,1077.4,847,1274.666667,920.6666667,1153.363636,1026.454545,17.0861,1,0,1,1,1,4,4,1
3999,37,img/4073.jpg,4073,23495,,433,3,129,146,487,64.18181818,529.5454545,64.36363636,512.5384615,91.15384615,10.6832,0,0,1,1,1,3,3,0
3998,37,img/4054.JPG,4054,30169,,2320,493,480,571.1666667,2442.444444,720.2222222,2564.5,696.6,2479.333333,778.3333333,-16.7483,1,1,1,1,1,3,4,2
3997,37,img/4061.jpg,4061,28476,,2202,504.1666667,909,826.6666667,,,2344.928571,892.5714286,2259,1082.25,,0,1,1,1,1,3,4,2
3996,37,img/163.jpg,163,25477,,1055.714286,200.2857143,619.2857143,723.8571429,1261.333333,464.8333333,1495,459.3333333,1383.181818,580.6363636,2.62195,0,0,1,0,1,3,4,2
3995,37,img/4063.jpg,4063,28283,,325,47,41,37,,,339,56,332,66,,,,,0,1,3,,0
3994,37,img/3003.jpg,3003,29914,,0,64,369,434,219,255.7272727,306.6428571,266.1428571,294.2307692,316.7692308,27.6925,1,0,1,1,1,3,4,2
3993,37,img/4068.jpg,4068,27055,,1316.428571,237.8571429,278.5714286,262.1428571,,,1396.5,378.5,1360.923077,425.6153846,,0,1,1,1,1,3,4,2
3992,37,img/10877.jpg,10877,26910,,10,38,94,111,86,92,,,96,112.4,,,,,1,1,3,,0
3992,37,img/4733.jpg,4733,26430,,3018,402,253,258,,,3101,517.4,3063.076923,563.8461538,,0,1,1,1,1,3,4,2
3992,37,img/167.jpeg,167,23056,,431,88,50.625,60.375,443.6,119.2,457.6666667,118.8888889,448.4615385,127.8461538,,0,1,1,1,1,3,5,1
3992,37,img/4059.jpg,4059,26363,,3268.142857,741.5714286,371,408,3326.777778,912.5555556,3399.5,933.3,3323.166667,991.75,-26.865,0,1,1,1,1,3,4,2
3992,37,img/168.jpg,168,22706,,307.875,7.125,97.625,109.75,348.75,57.75,381.8,57.4,366.3076923,75.76923077,13.5623,0,0,1,0,1,3,4,2
3992,37,img/4066.jpg,4066,30461,,370,237,111,135,394,293,429,289,408,318,-8.43349,,,,1,1,3,,0
