TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
4027,23,img/106.jpg,106,26372,,133.8,23,118.4,146,180.6666667,100,216.5714286,91.14285714,202.2307692,117.7692308,4.31468,1,0,0,1,1,4,4,1
4027,23,img/1553.jpg,1553,26097,,687.1428571,236.1428571,584.5714286,665.7142857,1034,580.6,1173.428571,586.8571429,1129,701.6,21.7729,1,0,1,0,1,4,4,1
4027,23,img/1732.jpg,1732,26509,,793.8,90,263.6,280.6,860.8,208.2,934,219.1428571,878.5384615,257.4615385,-21.5011,1,0,1,1,1,4,4,1
4027,23,img/109.jpg,109,27502,,529,29,556,650,869.6,354.6,1003.666667,360.5,961.1818182,472.2727273,20.1131,1,0,1,0,1,4,,1
4027,23,img/1552.jpg,1552,23588,,37,6,68,86,58.33333333,50.66666667,81,51.71428571,67.23076923,66.30769231,1.08893,1,0,1,1,1,4,5,1
4028,23,img/108.jpg,108,27150,,2346,610,1285,1504,2603,1309,2931.428571,1379.714286,2655.454545,1589.272727,-22.9072,1,0,1,1,1,4,5,1
4029,23,img/1771.jpg,1771,24845,,524,426,926.2,983.6,1077.4,847,1274.666667,920.6666667,1153.363636,1026.454545,17.0861,1,0,1,1,1,4,4,1
344,1592,img/8139.jpg,8139,26895,,3367.666667,490.6666667,264.3333333,332.6666667,3431.7,669.3,3497,659.3333333,3458.846154,717.6923077,-25.6064,1,1,1,0,1,1,,0
345,1592,img/8152.jpg,8152,28687,,2381.833333,813,294.3333333,340.1666667,2444.7,988.8,2492.5,988.2,2458.583333,1042.416667,-27.1731,1,1,1,1,1,1,4,0
346,1592,img/8146.jpg,8146,21810,,2471,408,313,391,2502,556,2539,551,2504,644,,,,,1,1,1,,0
347,1592,img/8181.jpg,8181,23626,,1753.714286,1011.285714,186.5714286,260.4285714,1839.666667,1150.888889,1896.727273,1150.727273,211,114,-0.09441,1,1,1,0,1,1,4,0
342,1592,img/8175.jpg,8175,28823,,3353.142857,362.8571429,698.2857143,889.2857143,,,,,3428.666667,971.3333333,,1,1,1,0,1,1,4,0
342,1592,img/8145.jpg,8145,28486,,1398.5,839,439,594.5,1665.777778,1128.555556,1786.090909,1159.272727,1742.461538,1244.230769,23.3643,1,1,1,1,1,1,4,0
342,1592,img/8124.jpg,8124,27380,,1136,560,1344,1752,2148,1248,,,2280,1672,,,,,1,1,1,,0
342,1592,img/8110.jpg,8110,27453,,1865,200.7142857,620.8571429,829.2857143,1982.6,568.1,2167.111111,607.8888889,2014,703,-15.6863,1,1,1,1,1,1,3,0
342,1592,img/8096.jpg,8096,26554,,132.7142857,97.14285714,53.71428571,67.14285714,156.8181818,126,171.1,122.5,173.3076923,135.3846154,,1,1,1,1,1,1,3,0
342,1592,img/8141.jpg,8141,25239,,2592.666667,786.5,789.3333333,904.6666667,2774.3,1219.5,2904.9,1273.5,2753,1389,-33.1579,1,1,1,1,1,1,4,0
342,1592,img/8134.jpg,8134,26746,,1292,788,328,396,1368,968,1484,964,1428,1060,-22.1399,,,,1,1,1,,0
342,1592,img/8112.jpg,8112,29991,,486.3333333,95.66666667,141,190.3333333,519.1111111,187.1111111,563.2222222,186.3333333,537.25,221.25,-12.9757,1,1,1,1,1,1,4,0
342,1592,img/8103.jpg,8103,22614,,1212,338,1228,1600,1404.6,1122.2,1690.25,1109.25,1502.909091,1425.818182,-34.2942,1,1,0,1,1,1,,0
342,1592,img/8151.jpg,8151,23700,,1362,821,468.8,622.8,1763.9,1153,,,1790.090909,1267.545455,,1,1,1,1,1,1,3,0
342,1592,frame/29865_00060.png,29865,14607,60,276,110,176.8571429,275.2857143,435,271,434.3333333,273,404.6923077,324.1538462,25.0145,1,1,1,1,1,1,5,0
343,1592,img/8168.jpg,8168,25837,,1232,1588,128,168,1276,1676,1324,1672,1300,1708,-1.18219,0,0,1,1,1,1,0,
