TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
344,1592,img/8139.jpg,8139,26895,,3367.666667,490.6666667,264.3333333,332.6666667,3431.7,669.3,3497,659.3333333,3458.846154,717.6923077,-25.6064,1,1,1,0,1,1,,0
345,1592,img/8152.jpg,8152,28687,,2381.833333,813,294.3333333,340.1666667,2444.7,988.8,2492.5,988.2,2458.583333,1042.416667,-27.1731,1,1,1,1,1,1,4,0
346,1592,img/8146.jpg,8146,21810,,2471,408,313,391,2502,556,2539,551,2504,644,,,,,1,1,1,,0
347,1592,img/8181.jpg,8181,23626,,1753.714286,1011.285714,186.5714286,260.4285714,1839.666667,1150.888889,1896.727273,1150.727273,211,114,-0.09441,1,1,1,0,1,1,4,0
340,2638,frame/34274_00000.png,34274,60523,0,325,51,60,83,349.25,100,366,103.25,,,4.1279,1,0,1,1,1,1,4,0
340,2638,frame/34274_00060.png,34274,60528,60,167,21,86,104,216.2857143,67.14285714,241.8,69.6,230.6666667,86.33333333,16.6941,1,0,0,1,1,1,4,0
340,2638,frame/34274_00120.png,34274,60530,120,169,18,84,107,209.4,71.8,237.2,72,227.6,90.4,10.0486,1,0,0,1,1,1,,0
340,2638,frame/34274_00180.png,34274,60524,180,174,16,82,110,209.7142857,68.28571429,237,70.4,,,10.1839,1,0,1,1,1,1,3,0
340,2638,frame/34274_00229.png,34274,60531,229,255,59,58,78,285.6,103.8,301.8571429,104.8571429,,,18.1434,1,0,1,1,1,1,,0
340,2638,frame/34274_00289.png,34274,60525,289,290,40,64,79,301.4,80.8,318,79.8,,,-28.0299,1,0,1,1,1,1,3,0
340,2638,frame/34274_00349.png,34274,60532,349,287,47,64,80,299.4,89.2,316.6,90.4,,,-23.482,1,0,1,1,1,1,4,0
340,2638,frame/34274_00375.png,34274,60526,375,197,30,88,113,254.6,88.8,,,,,30.6884,1,0,0,1,1,1,4,0
340,2638,frame/34274_00435.png,34274,60533,435,148,12,98,119,231.6666667,75.83333333,,,,,,1,0,0,1,1,1,3,0
340,2638,frame/34274_00495.png,34274,60527,495,136,18,86,113,193.5,73.66666667,216,69.66666667,,,24.0251,1,0,0,1,1,1,4,0
