TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
11,3273,img/36539.jpg,36539,71028,,1568,184,1241,1640,2122.5,1037.666667,2544.5,963,2431,1316,10.6387,1,1,1,1,1,1,3,3
11,3273,img/36546.jpg,36546,71051,,1265,475,1502,1735,1407,1237,1844.666667,1104.666667,,,-33.3524,1,1,1,1,1,1,2,3
11,3273,frame/36549_00000.png,36549,71070,0,712,6,243,244,877.1666667,103,,,,,,1,1,1,1,1,1,2,0
11,3273,frame/36549_00060.png,36549,71071,60,718,0,241,254,878.6666667,104,,,,,,1,1,1,1,1,1,3,3
11,3273,frame/36549_00120.png,36549,71072,120,601,116,225,297,699.2,268.6,776.2,258,749.5,311.5,7.76749,1,1,1,1,1,1,3,3
11,3273,frame/36549_00180.png,36549,71073,180,624,124,249,291,700.8,279.8,775.6,265.6,,,-12.5781,1,1,1,1,1,1,3,3
11,3273,frame/36549_00240.png,36549,71074,240,608,136,225,286,711,290.5,786,272.4,,,7.19233,1,1,1,1,1,1,2,3
11,3273,frame/36549_00300.png,36549,71075,300,622,115,212,283,706.8,261.2,782.8,253.8,,,6.89853,1,1,1,1,1,1,2,3
11,3273,frame/36549_00360.png,36549,71076,360,580,132,244,276,670.25,289.5,744.8,259,722.6,318.2,0.280077,1,1,1,1,1,1,2,3
11,3273,frame/36549_00420.png,36549,71077,420,603,124,227,299,663.5,297.8333333,735.8,278.8,,,-16.2208,1,1,1,1,1,1,2,3
11,3273,frame/36549_00480.png,36549,71078,480,556,144,240,264,652,289.5,722.3333333,259.6666667,702.2857143,324,-7.27381,1,1,0,1,1,1,2,
11,3273,frame/36549_00540.png,36549,71079,540,587,123,227,292,645.6,285.6,717.75,261,,,-16.5952,1,1,1,1,1,1,2,3
11,3273,frame/36549_00600.png,36549,71080,600,601,107,240,304,676.6,270.4,753,249.4,,,-8.81124,1,1,1,1,1,1,2,3
11,3273,frame/36549_00660.png,36549,71081,660,600,115,232,300,662,275.3333333,736.3333333,258.5,704.4,316.2,-14.8764,1,1,1,1,1,1,2,3
11,3273,frame/36549_00720.png,36549,71082,720,592,104,252,313,682.2,277.4,755.1666667,260.1666667,,,-7.2969,1,1,1,1,1,1,2,3
11,3273,frame/36580_00060.png,36580,71164,60,100,62,74,93,107.1666667,109.1666667,129.2,108.8,,,-28.0733,1,1,1,1,1,1,3,
11,3273,frame/36580_00120.png,36580,71165,120,302,80,130,165,351.75,200,388.3333333,209.6666667,,,,1,1,1,1,1,1,3,0
11,3273,frame/36580_00169.png,36580,71166,169,91,83,48,56,125.5,110.5,,,,,,1,1,1,1,1,1,3,0
11,3273,frame/36580_00227.png,36580,71167,227,181,71,83,101,219.2857143,124.8571429,237.8,142,,,17.8064,1,1,0,1,1,1,3,0
11,3273,frame/36580_00287.png,36580,71168,287,68,34,82,88,121.4,79.8,138.75,76.75,137.8,89.6,31.3435,1,1,1,1,1,1,3,
11,3273,frame/36580_00347.png,36580,71169,347,114,56,87,90,173.6,105,186.4,97.2,,,31.4613,1,1,0,1,1,1,3,0
11,3273,frame/36580_00407.png,36580,71170,407,112,59,80,91,165.1666667,113,182,103.2,,,33.445,1,1,0,1,1,1,3,0
11,3273,frame/37147_00000.png,37147,73396,0,502,251,137,177,523.3333333,343.3333333,564.8,343.2,,,-23.7457,1,1,1,0,1,1,3,3
11,3273,frame/37147_00060.png,37147,73397,60,528,56,222,292,557.1666667,212.6666667,615.4,211.6,576,263,-24.4751,1,1,1,1,1,1,3,3
11,3273,frame/37147_00115.png,37147,73399,115,692,208,132,163,747,295.2,,,,,,1,1,1,1,1,1,3,2
11,3273,frame/37147_00142.png,37147,73400,142,564,108,129,180,619,220.5,664.6666667,216.6666667,,,,1,1,1,1,1,1,3,
11,3273,frame/37147_00168.png,37147,73401,168,505,41,136,188,547.6666667,154.6666667,593.4,147.4,574.6,182.4,-4.43536,1,1,1,1,1,1,2,3
11,3273,frame/37147_00193.png,37147,73402,193,633,41,132,184,663.2,146.6,706.4,147.2,,,-18.3194,1,1,1,1,1,1,2,3
12,3273,img/36541.jpg,36541,71046,,1912,338,1253,1521,2183.2,1006.2,2588.2,945.6,,,-11.7811,1,1,1,1,1,1,2,3
13,3273,img/36542.jpg,36542,71047,,38,24,168,233,115.6,151.8,179,151.4,,,7.20656,1,1,1,1,1,1,2,0
14,3273,img/36543.jpg,36543,71048,,113,111,576,768,325.4,494.8,543.4,497.4,,,12.3745,1,1,1,0,1,1,2,3
15,3273,img/36544.jpg,36544,71049,,113,44,1311,1710,711.2,947.6,1129,874,992.5,1189.25,14.3185,1,1,1,1,1,1,3,3
16,3273,img/36545.jpg,36545,71050,,1966,261,1235,1634,2231.166667,1068.666667,2626.666667,1152.666667,,,-9.69335,1,1,1,1,1,1,2,3
17,3273,frame/36540_00000.png,36540,71029,0,584,3,288,409,739,217,830,224.8,,,21.5589,1,1,1,1,1,1,2,
17,3273,frame/36540_00060.png,36540,71030,60,636,22,267,361,758.8,199.2,846.6,220.4,,,12.531,1,1,1,1,1,1,3,2
17,3273,frame/36540_00120.png,36540,71031,120,416,32,272,345,452.25,216,536.8333333,195.6666667,,,-30.1473,1,1,1,1,1,1,2,1
17,3273,frame/36540_00180.png,36540,71032,180,457,44,294,332,578,218.5,674.25,196.25,,,8.20771,1,1,1,1,1,1,2,1
17,3273,frame/36540_00240.png,36540,71033,240,441,8,337,408,612.8,237.2,709.8,200,,,7.04618,1,1,1,1,1,1,3,0
17,3273,frame/36540_00300.png,36540,71034,300,448,41,313,385,590.6,261.8,689.8333333,223,670.8,309.4,6.0088,1,1,1,1,1,1,2,
17,3273,frame/36540_00330.png,36540,71035,330,449,30,316,395,596.4,263.2,697,223.6,,,6.4251,1,1,1,1,1,1,3,1
17,3273,frame/36540_00390.png,36540,71036,390,489,48,302,409,633,287.4,727.3333333,257,,,16.1084,1,1,1,1,1,1,2,2
17,3273,frame/36540_00450.png,36540,71037,450,489,24,297,436,633.6,290.6,730,260.8,701.8,351.6,9.3216,1,1,1,1,1,1,2,
17,3273,frame/36540_00510.png,36540,71038,510,478,12,307,424,627.75,261,725.5714286,238.8571429,695.6,328.2,14.6744,1,1,1,1,1,1,2,0
17,3273,frame/36540_00570.png,36540,71039,570,489,32,297,406,628.8,262,730.2,237.2,,,8.81149,1,1,1,1,1,1,3,0
