TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
1869,312,img/1816.jpg,1816,21726,,131.0,95.0,66.0,76.0,180.666666666667,136,193.4,133.4,190.384615384615,148.153846153846,,1,0,1,1,1,2,4,0
1869,312,img/1750.jpg,1750,22299,,1916.0,173.0,977.0,1163.0,2209.6,820.6,2690.57142857143,805.142857142857,2415.5,1140.4,0,1,0,0,1,1,2,4,0
1869,312,img/1583.jpg,1583,22304,,1628.0,750.0,814.0,835.0,1822.66666666667,1151.22222222222,2056.33333333333,1087,1938.83333333333,1290.16666666667,-14.8826,1,0,1,1,1,2,4,0
1868,312,img/1814.jpg,1814,25804,,112.0,132.0,56.0,67.0,153,164.333333333333,164.714285714286,166.857142857143,160.666666666667,177.416666666667,,1,1,1,1,1,2,4,0
1868,312,img/1582.jpg,1582,23570,,594.0,243.0,1504.0,1701.0,901,978,1348.6,1077.8,930,1261,-16.3168,1,0,1,1,1,2,,0
1868,312,img/1587.jpg,1587,28649,,2163.0,704.0,377.0,499.0,2435.6,964.6,2492.6,965.2,2469.66666666667,1030,,1,0,1,1,1,2,4,0
340,2638,frame/34274_00000.png,34274,60523,0,325.0,51.0,60.0,83.0,349.25,100,366,103.25,,,4.1279,1,0,1,1,1,1,4,0
340,2638,frame/34274_00060.png,34274,60528,60,167.0,21.0,86.0,104.0,216.285714285714,67.1428571428571,241.8,69.6,230.666666666667,86.3333333333333,16.6941,1,0,0,1,1,1,4,0
340,2638,frame/34274_00120.png,34274,60530,120,169.0,18.0,84.0,107.0,209.4,71.8,237.2,72,227.6,90.4,10.0486,1,0,0,1,1,1,,0
340,2638,frame/34274_00180.png,34274,60524,180,174.0,16.0,82.0,110.0,209.714285714286,68.2857142857143,237,70.4,,,10.1839,1,0,1,1,1,1,3,0
340,2638,frame/34274_00229.png,34274,60531,229,255.0,59.0,58.0,78.0,285.6,103.8,301.857142857143,104.857142857143,,,18.1434,1,0,1,1,1,1,,0
340,2638,frame/34274_00289.png,34274,60525,289,290.0,40.0,64.0,79.0,301.4,80.8,318,79.8,,,-28.0299,1,0,1,1,1,1,3,0
340,2638,frame/34274_00349.png,34274,60532,349,287.0,47.0,64.0,80.0,299.4,89.2,316.6,90.4,,,-23.482,1,0,1,1,1,1,4,0
340,2638,frame/34274_00375.png,34274,60526,375,197.0,30.0,88.0,113.0,254.6,88.8,,,,,30.6884,1,0,0,1,1,1,4,0
340,2638,frame/34274_00435.png,34274,60533,435,148.0,12.0,98.0,119.0,231.666666666667,75.8333333333333,,,,,,1,0,0,1,1,1,3,0
340,2638,frame/34274_00495.png,34274,60527,495,136.0,18.0,86.0,113.0,193.5,73.6666666666667,216,69.6666666666667,,,24.0251,1,0,0,1,1,1,4,0
340,2638,frame/34274_00555.png,34274,60534,555,185.0,22.0,94.0,116.0,251.8,89,,,,,,1,0,0,1,1,1,3,0
340,2638,frame/34274_00615.png,34274,60535,615,173.0,25.0,80.0,97.0,200.5,68.3333333333333,230.6,69.2,,,-2.10354,1,0,1,1,1,1,3,0
340,2638,frame/34274_00675.png,34274,60529,675,197.0,16.0,82.0,114.0,258.666666666667,71,,,,,,1,0,0,1,1,1,4,0
341,2638,img/34239.png,34239,60367,,507.0,132.0,475.0,523.0,864.285714285714,373,943.142857142857,370.714285714286,,,35.1206,1,0,1,0,1,1,3,0
341,2638,img/34243.jpg,34243,60371,,1739.0,259.0,1163.0,1492.0,2124.83333333333,956.833333333333,2529.5,968.75,,,0.520736,1,0,1,1,1,1,3,0
341,2638,img/34244.jpg,34244,60372,,428.0,244.0,538.0,661.0,563.285714285714,627.142857142857,707,558,664.333333333333,705.666666666667,-18.4963,1,0,1,1,1,1,3,0
341,2638,img/34245.jpg,34245,60373,,600.0,348.0,607.0,885.0,843.333333333333,781.166666666667,1061.2,819,,,7.04372,1,0,1,1,1,1,4,0
341,2638,img/34247.jpg,34247,60375,,1841.0,11.0,2114.0,2199.0,2948.2,597.8,3659.75,804.25,,,17.0973,0,0,1,1,1,1,3,0
